kind,target,factor,value,scenario,leader,leader_changed,feasible,failed_checks,ranking
weight,vpub,0.8,0.24,,FIRE:A|AGRI:C|TRANS:C|ENV:A,False,,,FIRE:A|AGRI:C|TRANS:C|ENV:A>FIRE:A|AGRI:C|TRANS:B|ENV:A>FIRE:A|AGRI:B|TRANS:C|ENV:A>FIRE:A|AGRI:C|TRANS:A|ENV:B>FIRE:A|AGRI:B|TRANS:B|ENV:A>FIRE:A|AGRI:C|TRANS:A|ENV:C>FIRE:A|AGRI:B|TRANS:A|ENV:B>FIRE:A|AGRI:A|TRANS:C|ENV:B>FIRE:A|AGRI:B|TRANS:A|ENV:C>FIRE:A|AGRI:A|TRANS:B|ENV:B>FIRE:B|AGRI:C|TRANS:A|ENV:A>FIRE:A|AGRI:A|TRANS:C|ENV:C>FIRE:A|AGRI:A|TRANS:B|ENV:C>FIRE:A|AGRI:C|TRANS:A|ENV:A>FIRE:B|AGRI:B|TRANS:A|ENV:A>FIRE:B|AGRI:A|TRANS:C|ENV:A>FIRE:A|AGRI:B|TRANS:A|ENV:A>FLOOD:A|AGRI:C|TRANS:C|ENV:A>FIRE:B|AGRI:A|TRANS:B|ENV:A>FLOOD:A|AGRI:C|TRANS:B|ENV:A>FIRE:A|AGRI:A|TRANS:C|ENV:A>FIRE:A|AGRI:A|TRANS:B|ENV:A>FLOOD:A|AGRI:B|TRANS:C|ENV:A>FIRE:B|AGRI:A|TRANS:A|ENV:B>FLOOD:A|AGRI:C|TRANS:A|ENV:B>AGRI:B|INFRA:B|TRANS:A|ENV:A>FLOOD:A|AGRI:B|TRANS:B|ENV:A>FIRE:C|AGRI:C|TRANS:A|ENV:A>FIRE:A|AGRI:A|TRANS:A|ENV:B>AGRI:B|INFRA:A|TRANS:B|ENV:A>FIRE:B|AGRI:A|TRANS:A|ENV:C>FLOOD:A|AGRI:C|TRANS:A|ENV:C>AGRI:A|INFRA:B|TRANS:B|ENV:A>FLOOD:A|AGRI:B|TRANS:A|ENV:B>FIRE:C|AGRI:B|TRANS:A|ENV:A>FIRE:A|AGRI:A|TRANS:A|ENV:C>AGRI:B|INFRA:A|TRANS:A|ENV:B>FLOOD:A|AGRI:A|TRANS:C|ENV:B>FIRE:C|AGRI:A|TRANS:C|ENV:A>FLOOD:A|AGRI:B|TRANS:A|ENV:C>FLOOD:A|AGRI:A|TRANS:B|ENV:B>FIRE:C|AGRI:A|TRANS:B|ENV:A>FLOOD:B|AGRI:C|TRANS:A|ENV:A>AGRI:A|INFRA:A|TRANS:B|ENV:B>FLOOD:A|AGRI:A|TRANS:C|ENV:C>FIRE:B|AGRI:A|TRANS:A|ENV:A>FLOOD:A|AGRI:A|TRANS:B|ENV:C>FLOOD:A|AGRI:C|TRANS:A|ENV:A>FIRE:C|AGRI:A|TRANS:A|ENV:B>FLOOD:B|AGRI:B|TRANS:A|ENV:A>AGRI:C|INFRA:A|TRANS:A|ENV:A>FIRE:A|AGRI:A|TRANS:A|ENV:A>FLOOD:B|AGRI:A|TRANS:C|ENV:A>FIRE:C|AGRI:A|TRANS:A|ENV:C>FLOOD:A|AGRI:B|TRANS:A|ENV:A>FLOOD:B|AGRI:A|TRANS:B|ENV:A>AGRI:B|INFRA:A|TRANS:A|ENV:A>FLOOD:A|AGRI:A|TRANS:C|ENV:A>FLOOD:A|AGRI:A|TRANS:B|ENV:A>AGRI:A|INFRA:B|TRANS:A|ENV:A>AGRI:A|INFRA:A|TRANS:C|ENV:A>FLOOD:B|AGRI:A|TRANS:A|ENV:B>AGRI:A|INFRA:A|TRANS:B|ENV:A>FLOOD:C|AGRI:C|TRANS:A|ENV:A>FLOOD:A|AGRI:A|TRANS:A|ENV:B>FLOOD:B|AGRI:A|TRANS:A|ENV:C>FIRE:C|AGRI:A|TRANS:A|ENV:A>AGRI:A|INFRA:A|TRANS:A|ENV:B>FIRE:A|AGRI:C|INFRA:C|TRANS:A>FLOOD:C|AGRI:B|TRANS:A|ENV:A>FLOOD:A|AGRI:A|TRANS:A|ENV:C>FIRE:A|AGRI:C|INFRA:B|TRANS:A>FIRE:A|AGRI:C|INFRA:A|TRANS:C>FIRE:A|AGRI:C|INFRA:A|TRANS:B>FLOOD:C|AGRI:A|TRANS:C|ENV:A>FLOOD:C|AGRI:A|TRANS:B|ENV:A>FIRE:A|AGRI:B|INFRA:C|TRANS:A>AGRI:C|TRANS:A|ENV:A|SSA:B>FIRE:A|AGRI:B|INFRA:B|TRANS:A>FIRE:A|AGRI:B|INFRA:A|TRANS:C>FLOOD:B|AGRI:A|TRANS:A|ENV:A>AGRI:C|TRANS:B|ENV:A|SSA:A>FIRE:A|AGRI:B|INFRA:A|TRANS:B>FIRE:A|AGRI:A|INFRA:C|TRANS:C>FIRE:A|AGRI:A|INFRA:B|TRANS:C>FLOOD:C|AGRI:A|TRANS:A|ENV:B>AGRI:B|TRANS:C|ENV:A|SSA:A>FIRE:A|AGRI:A|INFRA:C|TRANS:B>FIRE:A|AGRI:A|INFRA:B|TRANS:B>AGRI:B|TRANS:A|ENV:A|SSA:B>AGRI:B|TRANS:B|ENV:A|SSA:A>AGRI:A|INFRA:A|TRANS:A|ENV:A>AGRI:A|TRANS:C|ENV:A|SSA:B>FLOOD:C|AGRI:A|TRANS:A|ENV:C>FIRE:A|INFRA:C|TRANS:C|ENV:A>AGRI:A|TRANS:B|ENV:A|SSA:B>AGRI:B|TRANS:A|ENV:B|SSA:A>FIRE:B|AGRI:C|INFRA:A|TRANS:A>AGRI:A|TRANS:C|ENV:B|SSA:A>AGRI:A|TRANS:A|ENV:B|SSA:B>AGRI:A|TRANS:B|ENV:B|SSA:A>FIRE:A|AGRI:C|INFRA:A|TRANS:A>FIRE:B|AGRI:B|INFRA:A|TRANS:A>FLOOD:C|AGRI:A|TRANS:A|ENV:A>FIRE:A|INFRA:C|TRANS:A|ENV:C>AGRI:C|TRANS:A|ENV:A|SSA:A>FIRE:B|AGRI:A|INFRA:C|TRANS:A>FIRE:B|AGRI:A|INFRA:B|TRANS:A>FIRE:B|AGRI:A|INFRA:A|TRANS:C>FLOOD:A|AGRI:C|INFRA:C|TRANS:A>FIRE:B|AGRI:A|INFRA:A|TRANS:B>FIRE:A|AGRI:A|INFRA:C|TRANS:A>FIRE:A|AGRI:A|INFRA:A|TRANS:C>AGRI:B|TRANS:A|ENV:A|SSA:A>AGRI:A|TRANS:C|ENV:A|SSA:A>AGRI:A|TRANS:A|ENV:A|SSA:B>FIRE:C|AGRI:C|INFRA:A|TRANS:A>AGRI:A|TRANS:B|ENV:A|SSA:A>FLOOD:A|AGRI:A|INFRA:C|TRANS:C>AGRI:A|TRANS:A|ENV:A|SSA:C>AGRI:A|TRANS:A|ENV:B|SSA:A>FIRE:C|AGRI:B|INFRA:A|TRANS:A>FIRE:C|AGRI:A|INFRA:B|TRANS:A>FIRE:C|AGRI:A|INFRA:A|TRANS:C>AGRI:A|TRANS:A|ENV:C|SSA:A>FIRE:C|AGRI:A|INFRA:A|TRANS:B>FIRE:A|AGRI:C|TRANS:A|SSA:C>FIRE:C|INFRA:C|TRANS:A|ENV:A>FIRE:C|INFRA:A|TRANS:C|ENV:A>FLOOD:B|AGRI:A|INFRA:C|TRANS:A>FIRE:A|AGRI:A|TRANS:C|SSA:C>AGRI:A|TRANS:A|ENV:A|SSA:A>FIRE:C|INFRA:A|TRANS:A|ENV:C>FLOOD:C|AGRI:C|INFRA:A|TRANS:A>FIRE:C|AGRI:A|INFRA:A|TRANS:A>FLOOD:C|AGRI:A|INFRA:C|TRANS:A>FLOOD:C|AGRI:A|INFRA:B|TRANS:A>FLOOD:C|AGRI:A|INFRA:A|TRANS:C>FIRE:B|AGRI:A|TRANS:A|SSA:C>FIRE:C|AGRI:C|TRANS:A|SSA:A>FIRE:C|AGRI:A|TRANS:C|SSA:A>FIRE:C|AGRI:A|TRANS:A|SSA:B>FIRE:C|AGRI:A|TRANS:A|SSA:C
weight,vpub,1.2,0.36,,FIRE:A|AGRI:C|TRANS:B|ENV:A,True,,,FIRE:A|AGRI:C|TRANS:B|ENV:A>FIRE:A|AGRI:B|TRANS:B|ENV:A>FIRE:A|AGRI:C|TRANS:C|ENV:A>FIRE:A|AGRI:B|TRANS:C|ENV:A>FIRE:A|AGRI:C|TRANS:A|ENV:B>FIRE:A|AGRI:B|TRANS:A|ENV:B>FIRE:A|AGRI:A|TRANS:B|ENV:B>FIRE:A|AGRI:A|TRANS:C|ENV:B>FIRE:A|AGRI:C|TRANS:A|ENV:A>FIRE:A|AGRI:B|TRANS:A|ENV:A>FIRE:A|AGRI:C|TRANS:A|ENV:C>FIRE:A|AGRI:B|TRANS:A|ENV:C>FIRE:A|AGRI:A|TRANS:B|ENV:A>FIRE:B|AGRI:C|TRANS:A|ENV:A>FIRE:B|AGRI:B|TRANS:A|ENV:A>FIRE:A|AGRI:A|TRANS:B|ENV:C>FLOOD:A|AGRI:C|TRANS:B|ENV:A>FIRE:A|AGRI:A|TRANS:C|ENV:A>FLOOD:A|AGRI:B|TRANS:B|ENV:A>FIRE:A|AGRI:A|TRANS:C|ENV:C>FLOOD:A|AGRI:C|TRANS:C|ENV:A>FLOOD:A|AGRI:B|TRANS:C|ENV:A>FIRE:B|AGRI:A|TRANS:B|ENV:A>FIRE:A|AGRI:A|TRANS:A|ENV:B>FIRE:B|AGRI:A|TRANS:C|ENV:A>FLOOD:A|AGRI:C|TRANS:A|ENV:B>FLOOD:A|AGRI:B|TRANS:A|ENV:B>FIRE:B|AGRI:A|TRANS:A|ENV:B>FLOOD:A|AGRI:A|TRANS:B|ENV:B>FIRE:A|AGRI:A|TRANS:A|ENV:A>FLOOD:A|AGRI:A|TRANS:C|ENV:B>FIRE:A|AGRI:A|TRANS:A|ENV:C>FLOOD:A|AGRI:C|TRANS:A|ENV:A>FLOOD:A|AGRI:B|TRANS:A|ENV:A>FLOOD:A|AGRI:C|TRANS:A|ENV:C>FLOOD:A|AGRI:B|TRANS:A|ENV:C>FIRE:B|AGRI:A|TRANS:A|ENV:A>FLOOD:A|AGRI:A|TRANS:B|ENV:A>FIRE:B|AGRI:A|TRANS:A|ENV:C>FLOOD:B|AGRI:C|TRANS:A|ENV:A>FLOOD:B|AGRI:B|TRANS:A|ENV:A>FLOOD:A|AGRI:A|TRANS:B|ENV:C>FLOOD:A|AGRI:A|TRANS:C|ENV:A>FIRE:C|AGRI:C|TRANS:A|ENV:A>FLOOD:A|AGRI:A|TRANS:C|ENV:C>FIRE:C|AGRI:B|TRANS:A|ENV:A>FLOOD:B|AGRI:A|TRANS:B|ENV:A>FLOOD:A|AGRI:A|TRANS:A|ENV:B>AGRI:B|INFRA:B|TRANS:A|ENV:A>FLOOD:B|AGRI:A|TRANS:C|ENV:A>AGRI:B|INFRA:A|TRANS:B|ENV:A>FIRE:C|AGRI:A|TRANS:B|ENV:A>FIRE:C|AGRI:A|TRANS:C|ENV:A>AGRI:A|INFRA:B|TRANS:B|ENV:A>FLOOD:B|AGRI:A|TRANS:A|ENV:B>AGRI:B|INFRA:A|TRANS:A|ENV:B>FIRE:C|AGRI:A|TRANS:A|ENV:B>FLOOD:A|AGRI:A|TRANS:A|ENV:C>AGRI:A|INFRA:A|TRANS:B|ENV:B>FLOOD:B|AGRI:A|TRANS:A|ENV:A>FLOOD:B|AGRI:A|TRANS:A|ENV:C>AGRI:C|INFRA:A|TRANS:A|ENV:A>AGRI:B|INFRA:A|TRANS:A|ENV:A>FIRE:C|AGRI:A|TRANS:A|ENV:A>FIRE:C|AGRI:A|TRANS:A|ENV:C>FIRE:A|AGRI:C|INFRA:B|TRANS:A>FIRE:A|AGRI:C|INFRA:A|TRANS:B>AGRI:A|INFRA:B|TRANS:A|ENV:A>FIRE:A|AGRI:B|INFRA:B|TRANS:A>FLOOD:C|AGRI:C|TRANS:A|ENV:A>AGRI:A|INFRA:A|TRANS:B|ENV:A>FIRE:A|AGRI:B|INFRA:A|TRANS:B>FLOOD:C|AGRI:B|TRANS:A|ENV:A>FIRE:A|AGRI:C|INFRA:A|TRANS:C>FIRE:A|AGRI:B|INFRA:A|TRANS:C>AGRI:A|INFRA:A|TRANS:C|ENV:A>FIRE:A|AGRI:C|INFRA:C|TRANS:A>FIRE:A|AGRI:A|INFRA:B|TRANS:B>FIRE:A|AGRI:B|INFRA:C|TRANS:A>FLOOD:C|AGRI:A|TRANS:B|ENV:A>FIRE:A|INFRA:C|TRANS:C|ENV:A>FIRE:A|AGRI:A|INFRA:B|TRANS:C>AGRI:A|INFRA:A|TRANS:A|ENV:B>FLOOD:C|AGRI:A|TRANS:C|ENV:A>FIRE:A|AGRI:A|INFRA:C|TRANS:B>FIRE:A|AGRI:A|INFRA:C|TRANS:C>FLOOD:C|AGRI:A|TRANS:A|ENV:B>FIRE:A|AGRI:C|INFRA:A|TRANS:A>AGRI:A|INFRA:A|TRANS:A|ENV:A>AGRI:C|TRANS:B|ENV:A|SSA:A>AGRI:B|TRANS:B|ENV:A|SSA:A>AGRI:C|TRANS:A|ENV:A|SSA:B>AGRI:B|TRANS:A|ENV:A|SSA:B>FLOOD:C|AGRI:A|TRANS:A|ENV:A>AGRI:B|TRANS:C|ENV:A|SSA:A>FIRE:B|AGRI:C|INFRA:A|TRANS:A>FIRE:A|INFRA:C|TRANS:A|ENV:C>FIRE:B|AGRI:B|INFRA:A|TRANS:A>FIRE:A|AGRI:A|INFRA:A|TRANS:C>FLOOD:C|AGRI:A|TRANS:A|ENV:C>AGRI:A|TRANS:B|ENV:A|SSA:B>FIRE:A|AGRI:A|INFRA:C|TRANS:A>AGRI:B|TRANS:A|ENV:B|SSA:A>FIRE:B|AGRI:A|INFRA:B|TRANS:A>AGRI:A|TRANS:C|ENV:A|SSA:B>FIRE:B|AGRI:A|INFRA:A|TRANS:B>FLOOD:A|AGRI:C|INFRA:C|TRANS:A>FIRE:B|AGRI:A|INFRA:A|TRANS:C>AGRI:A|TRANS:B|ENV:B|SSA:A>AGRI:A|TRANS:A|ENV:B|SSA:B>FIRE:B|AGRI:A|INFRA:C|TRANS:A>AGRI:A|TRANS:C|ENV:B|SSA:A>AGRI:C|TRANS:A|ENV:A|SSA:A>AGRI:B|TRANS:A|ENV:A|SSA:A>FLOOD:A|AGRI:A|INFRA:C|TRANS:C>AGRI:A|TRANS:B|ENV:A|SSA:A>AGRI:A|TRANS:A|ENV:A|SSA:B>AGRI:A|TRANS:C|ENV:A|SSA:A>AGRI:A|TRANS:A|ENV:B|SSA:A>FIRE:C|AGRI:C|INFRA:A|TRANS:A>FIRE:A|AGRI:C|TRANS:A|SSA:C>AGRI:A|TRANS:A|ENV:A|SSA:C>FIRE:C|AGRI:B|INFRA:A|TRANS:A>FIRE:C|INFRA:A|TRANS:C|ENV:A>FIRE:C|AGRI:A|INFRA:B|TRANS:A>FIRE:C|INFRA:C|TRANS:A|ENV:A>FIRE:C|AGRI:A|INFRA:A|TRANS:B>AGRI:A|TRANS:A|ENV:A|SSA:A>FLOOD:B|AGRI:A|INFRA:C|TRANS:A>FIRE:A|AGRI:A|TRANS:C|SSA:C>FIRE:C|AGRI:A|INFRA:A|TRANS:C>AGRI:A|TRANS:A|ENV:C|SSA:A>FIRE:C|INFRA:A|TRANS:A|ENV:C>FIRE:C|AGRI:A|INFRA:A|TRANS:A>FLOOD:C|AGRI:C|INFRA:A|TRANS:A>FIRE:B|AGRI:A|TRANS:A|SSA:C>FLOOD:C|AGRI:A|INFRA:B|TRANS:A>FLOOD:C|AGRI:A|INFRA:A|TRANS:C>FLOOD:C|AGRI:A|INFRA:C|TRANS:A>FIRE:C|AGRI:C|TRANS:A|SSA:A>FIRE:C|AGRI:A|TRANS:A|SSA:B>FIRE:C|AGRI:A|TRANS:C|SSA:A>FIRE:C|AGRI:A|TRANS:A|SSA:C
weight,c0,0.8,0.12,,FIRE:A|AGRI:C|TRANS:B|ENV:A,True,,,FIRE:A|AGRI:C|TRANS:B|ENV:A>FIRE:A|AGRI:C|TRANS:C|ENV:A>FIRE:A|AGRI:B|TRANS:B|ENV:A>FIRE:A|AGRI:B|TRANS:C|ENV:A>FIRE:A|AGRI:C|TRANS:A|ENV:B>FIRE:A|AGRI:B|TRANS:A|ENV:B>FIRE:A|AGRI:A|TRANS:B|ENV:B>FIRE:A|AGRI:A|TRANS:C|ENV:B>FIRE:A|AGRI:C|TRANS:A|ENV:C>FIRE:A|AGRI:C|TRANS:A|ENV:A>FIRE:A|AGRI:B|TRANS:A|ENV:C>FIRE:A|AGRI:B|TRANS:A|ENV:A>FIRE:B|AGRI:C|TRANS:A|ENV:A>FIRE:A|AGRI:A|TRANS:B|ENV:C>FIRE:A|AGRI:A|TRANS:C|ENV:C>FIRE:B|AGRI:B|TRANS:A|ENV:A>FLOOD:A|AGRI:C|TRANS:B|ENV:A>FIRE:A|AGRI:A|TRANS:B|ENV:A>FLOOD:A|AGRI:C|TRANS:C|ENV:A>FIRE:A|AGRI:A|TRANS:C|ENV:A>FLOOD:A|AGRI:B|TRANS:B|ENV:A>FLOOD:A|AGRI:B|TRANS:C|ENV:A>FIRE:B|AGRI:A|TRANS:B|ENV:A>FIRE:B|AGRI:A|TRANS:C|ENV:A>FLOOD:A|AGRI:C|TRANS:A|ENV:B>FIRE:A|AGRI:A|TRANS:A|ENV:B>FLOOD:A|AGRI:B|TRANS:A|ENV:B>FIRE:B|AGRI:A|TRANS:A|ENV:B>FLOOD:A|AGRI:A|TRANS:B|ENV:B>FLOOD:A|AGRI:A|TRANS:C|ENV:B>FLOOD:A|AGRI:C|TRANS:A|ENV:C>FIRE:A|AGRI:A|TRANS:A|ENV:C>FLOOD:A|AGRI:C|TRANS:A|ENV:A>FIRE:A|AGRI:A|TRANS:A|ENV:A>FLOOD:A|AGRI:B|TRANS:A|ENV:C>FLOOD:A|AGRI:B|TRANS:A|ENV:A>FIRE:B|AGRI:A|TRANS:A|ENV:C>FLOOD:B|AGRI:C|TRANS:A|ENV:A>FIRE:C|AGRI:C|TRANS:A|ENV:A>FIRE:B|AGRI:A|TRANS:A|ENV:A>FLOOD:A|AGRI:A|TRANS:B|ENV:C>AGRI:B|INFRA:B|TRANS:A|ENV:A>FLOOD:B|AGRI:B|TRANS:A|ENV:A>FLOOD:A|AGRI:A|TRANS:C|ENV:C>FIRE:C|AGRI:B|TRANS:A|ENV:A>AGRI:B|INFRA:A|TRANS:B|ENV:A>FLOOD:A|AGRI:A|TRANS:B|ENV:A>FLOOD:A|AGRI:A|TRANS:C|ENV:A>AGRI:A|INFRA:B|TRANS:B|ENV:A>FLOOD:B|AGRI:A|TRANS:B|ENV:A>FIRE:C|AGRI:A|TRANS:B|ENV:A>FLOOD:B|AGRI:A|TRANS:C|ENV:A>FIRE:C|AGRI:A|TRANS:C|ENV:A>AGRI:B|INFRA:A|TRANS:A|ENV:B>FLOOD:A|AGRI:A|TRANS:A|ENV:B>FLOOD:B|AGRI:A|TRANS:A|ENV:B>FIRE:C|AGRI:A|TRANS:A|ENV:B>AGRI:A|INFRA:A|TRANS:B|ENV:B>AGRI:C|INFRA:A|TRANS:A|ENV:A>FLOOD:A|AGRI:A|TRANS:A|ENV:C>AGRI:B|INFRA:A|TRANS:A|ENV:A>FLOOD:B|AGRI:A|TRANS:A|ENV:C>FIRE:C|AGRI:A|TRANS:A|ENV:C>FLOOD:B|AGRI:A|TRANS:A|ENV:A>AGRI:A|INFRA:B|TRANS:A|ENV:A>FIRE:C|AGRI:A|TRANS:A|ENV:A>FIRE:A|AGRI:C|INFRA:B|TRANS:A>AGRI:A|INFRA:A|TRANS:B|ENV:A>FLOOD:C|AGRI:C|TRANS:A|ENV:A>FIRE:A|AGRI:C|INFRA:A|TRANS:B>AGRI:A|INFRA:A|TRANS:C|ENV:A>FIRE:A|AGRI:C|INFRA:A|TRANS:C>FIRE:A|AGRI:B|INFRA:B|TRANS:A>FLOOD:C|AGRI:B|TRANS:A|ENV:A>FIRE:A|AGRI:C|INFRA:C|TRANS:A>FIRE:A|AGRI:B|INFRA:A|TRANS:B>FIRE:A|AGRI:B|INFRA:A|TRANS:C>FIRE:A|AGRI:B|INFRA:C|TRANS:A>AGRI:A|INFRA:A|TRANS:A|ENV:B>FIRE:A|AGRI:A|INFRA:B|TRANS:B>FLOOD:C|AGRI:A|TRANS:B|ENV:A>FIRE:A|AGRI:A|INFRA:B|TRANS:C>FLOOD:C|AGRI:A|TRANS:C|ENV:A>FIRE:A|INFRA:C|TRANS:C|ENV:A>FIRE:A|AGRI:A|INFRA:C|TRANS:B>FIRE:A|AGRI:A|INFRA:C|TRANS:C>FLOOD:C|AGRI:A|TRANS:A|ENV:B>AGRI:C|TRANS:B|ENV:A|SSA:A>AGRI:C|TRANS:A|ENV:A|SSA:B>AGRI:A|INFRA:A|TRANS:A|ENV:A>FIRE:A|AGRI:C|INFRA:A|TRANS:A>AGRI:B|TRANS:B|ENV:A|SSA:A>AGRI:B|TRANS:A|ENV:A|SSA:B>AGRI:B|TRANS:C|ENV:A|SSA:A>FIRE:B|AGRI:C|INFRA:A|TRANS:A>FLOOD:C|AGRI:A|TRANS:A|ENV:C>FIRE:A|INFRA:C|TRANS:A|ENV:C>AGRI:A|TRANS:B|ENV:A|SSA:B>FIRE:B|AGRI:B|INFRA:A|TRANS:A>FLOOD:C|AGRI:A|TRANS:A|ENV:A>AGRI:B|TRANS:A|ENV:B|SSA:A>AGRI:A|TRANS:C|ENV:A|SSA:B>FIRE:A|AGRI:A|INFRA:A|TRANS:C>FLOOD:A|AGRI:C|INFRA:C|TRANS:A>FIRE:A|AGRI:A|INFRA:C|TRANS:A>FIRE:B|AGRI:A|INFRA:B|TRANS:A>FIRE:B|AGRI:A|INFRA:A|TRANS:B>AGRI:A|TRANS:B|ENV:B|SSA:A>FIRE:B|AGRI:A|INFRA:A|TRANS:C>AGRI:A|TRANS:A|ENV:B|SSA:B>AGRI:A|TRANS:C|ENV:B|SSA:A>FIRE:B|AGRI:A|INFRA:C|TRANS:A>AGRI:C|TRANS:A|ENV:A|SSA:A>AGRI:B|TRANS:A|ENV:A|SSA:A>FLOOD:A|AGRI:A|INFRA:C|TRANS:C>AGRI:A|TRANS:B|ENV:A|SSA:A>AGRI:A|TRANS:A|ENV:A|SSA:B>AGRI:A|TRANS:C|ENV:A|SSA:A>FIRE:C|AGRI:C|INFRA:A|TRANS:A>AGRI:A|TRANS:A|ENV:B|SSA:A>AGRI:A|TRANS:A|ENV:A|SSA:C>FIRE:C|AGRI:B|INFRA:A|TRANS:A>FIRE:A|AGRI:C|TRANS:A|SSA:C>FIRE:C|INFRA:A|TRANS:C|ENV:A>FIRE:C|AGRI:A|INFRA:B|TRANS:A>FIRE:C|AGRI:A|INFRA:A|TRANS:B>FIRE:C|INFRA:C|TRANS:A|ENV:A>FIRE:C|AGRI:A|INFRA:A|TRANS:C>FLOOD:B|AGRI:A|INFRA:C|TRANS:A>AGRI:A|TRANS:A|ENV:C|SSA:A>AGRI:A|TRANS:A|ENV:A|SSA:A>FIRE:A|AGRI:A|TRANS:C|SSA:C>FIRE:C|INFRA:A|TRANS:A|ENV:C>FIRE:C|AGRI:A|INFRA:A|TRANS:A>FLOOD:C|AGRI:C|INFRA:A|TRANS:A>FIRE:B|AGRI:A|TRANS:A|SSA:C>FLOOD:C|AGRI:A|INFRA:B|TRANS:A>FLOOD:C|AGRI:A|INFRA:A|TRANS:C>FLOOD:C|AGRI:A|INFRA:C|TRANS:A>FIRE:C|AGRI:C|TRANS:A|SSA:A>FIRE:C|AGRI:A|TRANS:A|SSA:B>FIRE:C|AGRI:A|TRANS:C|SSA:A>FIRE:C|AGRI:A|TRANS:A|SSA:C
