variant,feasible,score,rank,vpub,c0,kcash,readiness,resilience,scale,margin:STRESS:c0_limit,z_vpub,z_c0,z_kcash,z_readiness,z_resilience,z_scale,z_margin:STRESS:c0_limit
AGRI:B|TRANS:A|ENV:A|SSA:B,True,0.4331176733025324,92,1047.4,1146.5,1.1636927851047323,4.35,3.95,4.775,33.5,0.1246612466124664,0.5892857142857143,0.6467265457231679,0.12499999999999722,0.3888888888888897,1.0,0.5892857142857143
AGRI:B|TRANS:C|ENV:A|SSA:A,True,0.4322466284467142,93,1025.0,1145.5,1.20234375,4.35,3.95,4.775,34.5,0.0639566395663957,0.6071428571428572,0.7325668893479497,0.12499999999999722,0.3888888888888897,1.0,0.6071428571428571
FLOOD:C|AGRI:A|TRANS:A|ENV:C,True,0.4223248780202255,94,1045.2,1143.1,1.0202265372168284,4.45,4.225,4.6,36.90000000000009,0.11869918699187007,0.6500000000000017,0.32810081281776227,0.6249999999999994,1.0,0.12499999999999722,0.6500000000000016
FIRE:A|AGRI:C|INFRA:A|TRANS:A,True,0.42074799479027486,95,1222.6,1178.8,1.1360062893081762,4.449999999999999,4.0,4.65,1.2000000000000455,0.5994579945799454,0.012500000000000844,0.5852373094419427,0.624999999999995,0.5000000000000004,0.37500000000000056,0.012500000000000813
AGRI:A|TRANS:B|ENV:A|SSA:B,True,0.4173284368407481,96,1049.2,1147.0,1.1186046511627907,4.35,3.95,4.775,33.0,0.12953929539295408,0.5803571428571428,0.5465898241312491,0.12499999999999722,0.3888888888888897,1.0,0.5803571428571429
AGRI:A|TRANS:C|ENV:A|SSA:B,True,0.41632064713557554,97,1005.2,1142.0,1.1559561128526645,4.35,3.95,4.775,38.0,0.010298102981029992,0.6696428571428572,0.6295440871110901,0.12499999999999722,0.3888888888888897,1.0,0.6696428571428571
FIRE:B|AGRI:C|INFRA:A|TRANS:A,True,0.4161480397210095,98,1121.8,1162.8,1.153784860557769,4.449999999999999,4.0,4.65,17.200000000000045,0.32628726287262855,0.29821428571428654,0.6247219295376643,0.624999999999995,0.5000000000000004,0.37500000000000056,0.29821428571428654
AGRI:B|TRANS:A|ENV:B|SSA:A,True,0.41293556645021384,99,1043.8,1149.0,1.145398298530549,4.35,3.95,4.775,31.0,0.11490514905149042,0.5446428571428572,0.6060961237344243,0.12499999999999722,0.3888888888888897,1.0,0.5446428571428571
FLOOD:C|AGRI:A|TRANS:A|ENV:A,True,0.4072029777748655,100,1182.0,1162.7,0.9036334913112164,4.45,4.225,4.6,17.299999999999955,0.489430894308943,0.29999999999999916,0.06915806321455442,0.6249999999999994,1.0,0.12499999999999722,0.2999999999999992
FIRE:B|AGRI:B|INFRA:A|TRANS:A,True,0.40533198976554263,101,1167.8,1168.0,1.078740157480315,4.449999999999999,4.0,4.65,12.0,0.45094850948509463,0.2053571428571429,0.4580543413715257,0.624999999999995,0.5000000000000004,0.37500000000000056,0.20535714285714285
FIRE:A|INFRA:C|TRANS:A|ENV:C,True,0.40362638633048514,102,1189.2,1176.7,1.2338709677419355,4.4,4.025,4.625,3.2999999999999545,0.5089430894308944,0.049999999999999156,0.802586026304409,0.37500000000000056,0.5555555555555569,0.2499999999999989,0.04999999999999919
AGRI:A|TRANS:B|ENV:B|SSA:A,True,0.3971974710983626,103,1045.6,1149.5,1.1004636785162287,4.35,3.95,4.775,30.5,0.11978319783197809,0.5357142857142857,0.5063003428753929,0.12499999999999722,0.3888888888888897,1.0,0.5357142857142857
AGRI:A|TRANS:A|ENV:B|SSA:B,True,0.39710656885125034,104,1024.0,1145.5,1.0993017843289372,4.35,3.95,4.775,34.5,0.06124661246612471,0.6071428571428572,0.5037198795787327,0.12499999999999722,0.3888888888888897,1.0,0.6071428571428571
AGRI:A|TRANS:C|ENV:B|SSA:A,True,0.39608469665223295,105,1001.6,1144.5,1.1375,4.35,3.95,4.775,35.5,0.0005420054200543236,0.625,0.588554707582186,0.12499999999999722,0.3888888888888897,1.0,0.625
FIRE:B|AGRI:A|INFRA:B|TRANS:A,True,0.3941935983185289,106,1155.2,1165.5,1.0425531914893618,4.449999999999999,4.0,4.65,14.5,0.4168021680216803,0.25,0.37768631941350095,0.624999999999995,0.5000000000000004,0.37500000000000056,0.25
FIRE:A|AGRI:A|INFRA:A|TRANS:C,True,0.393184983188874,107,1226.4,1179.5,1.053375196232339,4.449999999999999,4.0,4.65,0.5,0.6097560975609757,0.0,0.4017210261372113,0.624999999999995,0.5000000000000004,0.37500000000000056,0.0
FIRE:A|AGRI:A|INFRA:C|TRANS:A,True,0.38989866285395275,108,1196.0,1175.3,1.0614173228346457,4.449999999999999,4.0,4.65,4.7000000000000455,0.5273712737127371,0.07500000000000084,0.4195818716008787,0.624999999999995,0.5000000000000004,0.37500000000000056,0.07500000000000082
FLOOD:A|AGRI:C|INFRA:C|TRANS:A,True,0.38981368563685664,109,1148.6,1178.1,1.3227597145122918,4.375,4.175,4.575,1.900000000000091,0.3989159891598913,0.025000000000001577,1.0,0.2499999999999989,0.8888888888888892,0.0,0.025000000000001625
FIRE:B|AGRI:A|INFRA:A|TRANS:B,True,0.389340480427374,110,1169.6,1168.5,1.033044846577498,4.449999999999999,4.0,4.65,11.5,0.4558265582655823,0.1964285714285714,0.3565691339370456,0.624999999999995,0.5000000000000004,0.37500000000000056,0.19642857142857142
FIRE:B|AGRI:A|INFRA:A|TRANS:C,True,0.3882033161797073,111,1125.6,1163.5,1.0700079554494828,4.449999999999999,4.0,4.65,16.5,0.3365853658536582,0.2857142857142857,0.43866089996692487,0.624999999999995,0.5000000000000004,0.37500000000000056,0.2857142857142857
FIRE:B|AGRI:A|INFRA:C|TRANS:A,True,0.38497103341879263,112,1095.2,1159.3,1.0782122905027933,4.449999999999999,4.0,4.65,20.700000000000045,0.25420054200542014,0.36071428571428654,0.45688199592396905,0.624999999999995,0.5000000000000004,0.37500000000000056,0.36071428571428654
AGRI:C|TRANS:A|ENV:A|SSA:A,True,0.3809473709725341,113,1062.6,1157.8,1.1214230471771076,4.35,3.95,4.775,22.200000000000045,0.16585365853658512,0.38750000000000084,0.552849230151131,0.12499999999999722,0.3888888888888897,1.0,0.3875000000000008
AGRI:B|TRANS:A|ENV:A|SSA:A,True,0.3709812589575617,114,1108.6,1163.0,1.0489296636085628,4.35,3.95,4.775,17.0,0.2905149051490512,0.2946428571428571,0.3918478949216216,0.12499999999999722,0.3888888888888897,1.0,0.29464285714285715
FLOOD:A|AGRI:A|INFRA:C|TRANS:C,True,0.3619124074680606,115,1152.4,1178.8,1.239113222486144,4.375,4.175,4.575,1.2000000000000455,0.4092140921409216,0.012500000000000844,0.814228606245967,0.2499999999999989,0.8888888888888892,0.0,0.012500000000000813
AGRI:A|TRANS:B|ENV:A|SSA:A,True,0.35543925049742536,116,1110.4,1163.5,1.004583651642475,4.35,3.95,4.775,16.5,0.2953929539295395,0.2857142857142857,0.2933593600073555,0.12499999999999722,0.3888888888888897,1.0,0.2857142857142857
AGRI:A|TRANS:A|ENV:A|SSA:B,True,0.35523032701202034,117,1088.8,1159.5,1.0030674846625767,4.35,3.95,4.775,20.5,0.2368563685636855,0.3571428571428571,0.28999208845541136,0.12499999999999722,0.3888888888888897,1.0,0.35714285714285715
AGRI:A|TRANS:C|ENV:A|SSA:A,True,0.35383825336047475,118,1066.4,1158.5,1.0401544401544403,4.35,3.95,4.775,21.5,0.17615176151761544,0.375,0.37235890677534256,0.12499999999999722,0.3888888888888897,1.0,0.375
FIRE:C|AGRI:C|INFRA:A|TRANS:A,True,0.3401041512190103,119,1009.8,1156.4,1.1130856219709209,4.449999999999999,4.0,4.65,23.59999999999991,0.022764227642276355,0.4124999999999984,0.5343325528421872,0.624999999999995,0.5000000000000004,0.37500000000000056,0.41249999999999837
AGRI:A|TRANS:A|ENV:A|SSA:C,True,0.33668417747481416,120,1020.8,1152.9,1.0249027237354085,4.35,3.95,4.775,27.09999999999991,0.052574525745257374,0.4749999999999984,0.33848620574899096,0.12499999999999722,0.3888888888888897,1.0,0.47499999999999837
AGRI:A|TRANS:A|ENV:B|SSA:A,True,0.33528175159994306,121,1085.2,1162.0,0.985474006116208,4.35,3.95,4.775,18.0,0.22710027100271013,0.3125,0.2509185427349415,0.12499999999999722,0.3888888888888897,1.0,0.3125
FIRE:C|AGRI:B|INFRA:A|TRANS:A,True,0.329111224765333,122,1055.8,1161.6,1.037509976057462,4.449999999999999,4.0,4.65,18.40000000000009,0.14742547425474245,0.3196428571428588,0.36648578802130577,0.624999999999995,0.5000000000000004,0.37500000000000056,0.3196428571428588
FIRE:A|AGRI:C|TRANS:A|SSA:C,True,0.3194865287092106,123,1133.4,1176.7,1.2467232074016963,4.325,3.775,4.725,3.2999999999999545,0.3577235772357726,0.049999999999999156,0.8311297035898626,0.0,0.0,0.7499999999999967,0.04999999999999919
FIRE:C|AGRI:A|INFRA:B|TRANS:A,True,0.31779817378238034,124,1043.2,1159.1,1.0007987220447285,4.449999999999999,4.0,4.65,20.90000000000009,0.11327913279132806,0.3642857142857159,0.2849533691570223,0.624999999999995,0.5000000000000004,0.37500000000000056,0.36428571428571593
FIRE:C|AGRI:A|INFRA:A|TRANS:B,True,0.3129242991624473,125,1057.6,1162.1,0.9912280701754386,4.449999999999999,4.0,4.65,17.90000000000009,0.15230352303523012,0.3107142857142874,0.26369780548871147,0.624999999999995,0.5000000000000004,0.37500000000000056,0.31071428571428733
FIRE:C|AGRI:A|INFRA:A|TRANS:C,True,0.31179867057093763,126,1013.6,1157.1,1.028225806451613,4.449999999999999,4.0,4.65,22.90000000000009,0.033062330623306345,0.4000000000000016,0.3458664758929711,0.624999999999995,0.5000000000000004,0.37500000000000056,0.40000000000000163
FIRE:C|INFRA:A|TRANS:C|ENV:A,True,0.30925808937632343,127,1143.6,1178.1,1.0806451612903225,4.4,4.025,4.625,1.900000000000091,0.38536585365853626,0.025000000000001577,0.46228518482137654,0.37500000000000056,0.5555555555555569,0.2499999999999989,0.025000000000001625
AGRI:A|TRANS:A|ENV:C|SSA:A,True,0.3076148916775951,128,1013.2,1156.4,1.003093580819799,4.35,3.95,4.775,23.59999999999991,0.031978319783198005,0.4124999999999984,0.29005004569164894,0.12499999999999722,0.3888888888888897,1.0,0.41249999999999837
FIRE:C|INFRA:C|TRANS:A|ENV:A,True,0.30607486678175344,129,1113.2,1173.9,1.0889967637540454,4.4,4.025,4.625,6.099999999999909,0.3029810298102982,0.09999999999999842,0.480833348554058,0.37500000000000056,0.5555555555555569,0.2499999999999989,0.09999999999999838
FLOOD:B|AGRI:A|INFRA:C|TRANS:A,True,0.2962992855120533,130,1128.0,1179.3,1.1084053417124902,4.375,4.175,4.575,0.7000000000000455,0.3430894308943089,0.003571428571429336,0.5239380680800961,0.2499999999999989,0.8888888888888892,0.0,0.0035714285714293836
AGRI:A|TRANS:A|ENV:A|SSA:A,True,0.2942958553484682,131,1150.0,1176.0,0.891912320483749,4.35,3.95,4.775,4.0,0.40271002710027093,0.0625,0.04312638886332093,0.12499999999999722,0.3888888888888897,1.0,0.0625
FIRE:A|AGRI:A|TRANS:C|SSA:C,True,0.2923965104443365,132,1137.2,1177.4,1.1655119322555811,4.325,3.775,4.725,2.599999999999909,0.36802168021680226,0.037499999999998423,0.65076670919531,0.0,0.0,0.7499999999999967,0.037499999999998375
FIRE:C|INFRA:A|TRANS:A|ENV:C,True,0.2625080150758942,133,1090.4,1176.0,1.0420032310177707,4.4,4.025,4.625,4.0,0.24119241192411947,0.0625,0.37646490628735146,0.37500000000000056,0.5555555555555569,0.2499999999999989,0.0625
FIRE:C|AGRI:A|INFRA:A|TRANS:A,True,0.2502019349697606,134,1097.2,1174.6,0.8738170347003155,4.449999999999999,4.0,4.65,5.400000000000091,0.2596205962059622,0.08750000000000158,0.0029383740531461707,0.624999999999995,0.5000000000000004,0.37500000000000056,0.08750000000000162
FLOOD:C|AGRI:C|INFRA:A|TRANS:A,True,0.24589213213076855,135,1034.6,1176.0,1.1408114558472553,4.375,4.175,4.575,4.0,0.08997289972899708,0.0625,0.5959091554878706,0.2499999999999989,0.8888888888888892,0.0,0.0625
FIRE:B|AGRI:A|TRANS:A|SSA:C,True,0.2267503678008425,136,1120.0,1178.9,1.0305343511450382,4.325,3.775,4.725,1.099999999999909,0.3214092140921409,0.010714285714284122,0.35099354763086327,0.0,0.0,0.7499999999999967,0.01071428571428409
FLOOD:C|AGRI:A|INFRA:B|TRANS:A,True,0.22404360536915477,137,1068.0,1178.7,1.029897718332022,4.375,4.175,4.575,1.2999999999999545,0.18048780487804877,0.014285714285713458,0.34957964296948646,0.2499999999999989,0.8888888888888892,0.0,0.014285714285713473
FLOOD:C|AGRI:A|INFRA:A|TRANS:C,True,0.2179986096546661,138,1038.4,1176.7,1.057188244638602,4.375,4.175,4.575,3.2999999999999545,0.10027100271002738,0.049999999999999156,0.410189466351795,0.2499999999999989,0.8888888888888892,0.0,0.04999999999999919
FLOOD:C|AGRI:A|INFRA:C|TRANS:A,True,0.21474835941251127,139,1008.0,1172.5,1.0653386454183267,4.375,4.175,4.575,7.5,0.017886178861788674,0.125,0.4282907791005722,0.2499999999999989,0.8888888888888892,0.0,0.125
FIRE:C|AGRI:C|TRANS:A|SSA:A,True,0.19488045511506347,140,1049.8,1177.4,1.08608762490392,4.325,3.775,4.725,2.599999999999909,0.13116531165311643,0.037499999999998423,0.47437241079419507,0.0,0.0,0.7499999999999967,0.037499999999998375
FIRE:C|AGRI:A|TRANS:A|SSA:B,True,0.16950252344264063,141,1076.0,1179.1,0.96875,4.325,3.775,4.725,0.900000000000091,0.2021680216802168,0.007142857142858783,0.21377601768574128,0.0,0.0,0.7499999999999967,0.007142857142858767
FIRE:C|AGRI:A|TRANS:C|SSA:A,True,0.167955628703203,142,1053.6,1178.1,1.0053722179585571,4.325,3.775,4.725,1.900000000000091,0.1414634146341461,0.025000000000001577,0.295110695419727,0.0,0.0,0.7499999999999967,0.025000000000001625
FIRE:C|AGRI:A|TRANS:A|SSA:C,True,0.1507433741046256,143,1008.0,1172.5,0.9899458623356535,4.325,3.775,4.725,7.5,0.017886178861788674,0.125,0.260850136307262,0.0,0.0,0.7499999999999967,0.125
